ID;Conf;D1G-P;D1G-R;D1G-F1;D1Y-P;D1Y-R;D1Y-F1;D1R-P;D1R-R;D1R-F1;D1Accuracy;D2G-P;D2G-R;D2G-F1;D2Y-P;D2Y-R;D2Y-F1;D2R-P;D2R-R;D2R-F1;D2Accuracy
207;{'max_depth': 30, 'min_samples_split': 2, 'min_impurity_decrease': 0.02, 'min_samples_leaf': 20, 'criterion': 'gini', 'random_state': 42, 'max_features': 0.5};0.8901;0.6480;0.7500;0.6500;0.8254;0.7273;0.5714;0.5714;0.5714;0.7100;0.6765;0.5897;0.6301;0.4815;0.7027;0.5714;0.0000;0.0000;0.0000;0.5568
208;{'max_depth': 30, 'min_samples_split': 2, 'min_impurity_decrease': 0.02, 'min_samples_leaf': 25, 'criterion': 'entropy', 'random_state': 42, 'max_features': 'auto'};0.6148;0.6640;0.6385;0.5207;0.5000;0.5101;0.4091;0.3673;0.3871;0.5467;0.8235;0.7179;0.7671;0.6111;0.8919;0.7253;0.0000;0.0000;0.0000;0.6932
209;{'max_depth': 30, 'min_samples_split': 2, 'min_impurity_decrease': 0.02, 'min_samples_leaf': 25, 'criterion': 'entropy', 'random_state': 42, 'max_features': 'log2'};0.7419;0.7360;0.7390;0.6260;0.6111;0.6185;0.4906;0.5306;0.5098;0.6500;0.7429;0.6667;0.7027;0.5769;0.8108;0.6742;0.0000;0.0000;0.0000;0.6364
210;{'max_depth': 30, 'min_samples_split': 2, 'min_impurity_decrease': 0.02, 'min_samples_leaf': 25, 'criterion': 'entropy', 'random_state': 42, 'max_features': None};0.7538;0.7840;0.7686;0.6692;0.6905;0.6797;0.6000;0.4898;0.5393;0.6967;0.7750;0.7949;0.7848;0.6087;0.7568;0.6747;0.0000;0.0000;0.0000;0.6705
211;{'max_depth': 30, 'min_samples_split': 2, 'min_impurity_decrease': 0.02, 'min_samples_leaf': 25, 'criterion': 'entropy', 'random_state': 42, 'max_features': 0.5};0.8319;0.7520;0.7899;0.7216;0.5556;0.6278;0.4889;0.8980;0.6331;0.6933;0.6765;0.5897;0.6301;0.4815;0.7027;0.5714;0.0000;0.0000;0.0000;0.5568
212;{'max_depth': 30, 'min_samples_split': 2, 'min_impurity_decrease': 0.02, 'min_samples_leaf': 25, 'criterion': 'gini', 'random_state': 42, 'max_features': 'auto'};0.6618;0.7200;0.6897;0.5573;0.5794;0.5681;0.4545;0.3061;0.3659;0.5933;0.8235;0.7179;0.7671;0.6111;0.8919;0.7253;0.0000;0.0000;0.0000;0.6932
213;{'max_depth': 30, 'min_samples_split': 2, 'min_impurity_decrease': 0.02, 'min_samples_leaf': 25, 'criterion': 'gini', 'random_state': 42, 'max_features': 'log2'};0.7117;0.6320;0.6695;0.5272;0.7698;0.6258;0.2000;0.0204;0.0370;0.5900;0.8333;0.6410;0.7246;0.5862;0.9189;0.7158;0.0000;0.0000;0.0000;0.6705
214;{'max_depth': 30, 'min_samples_split': 2, 'min_impurity_decrease': 0.02, 'min_samples_leaf': 25, 'criterion': 'gini', 'random_state': 42, 'max_features': None};0.6978;0.7760;0.7348;0.6893;0.5635;0.6201;0.5000;0.5918;0.5421;0.6567;0.8824;0.7692;0.8219;0.6078;0.8378;0.7045;0.0000;0.0000;0.0000;0.6932
215;{'max_depth': 30, 'min_samples_split': 2, 'min_impurity_decrease': 0.02, 'min_samples_leaf': 25, 'criterion': 'gini', 'random_state': 42, 'max_features': 0.5};0.7500;0.7200;0.7347;0.6698;0.5635;0.6121;0.4730;0.7143;0.5691;0.6533;0.6765;0.5897;0.6301;0.4815;0.7027;0.5714;0.0000;0.0000;0.0000;0.5568
216;{'max_depth': 30, 'min_samples_split': 2, 'min_impurity_decrease': 0.02, 'min_samples_leaf': 30, 'criterion': 'entropy', 'random_state': 42, 'max_features': 'auto'};0.6129;0.7600;0.6786;0.6000;0.5000;0.5455;0.5250;0.4286;0.4719;0.5967;0.4571;0.8205;0.5872;0.2143;0.0811;0.1176;0.0000;0.0000;0.0000;0.3977
217;{'max_depth': 30, 'min_samples_split': 2, 'min_impurity_decrease': 0.02, 'min_samples_leaf': 30, 'criterion': 'entropy', 'random_state': 42, 'max_features': 'log2'};0.6739;0.7440;0.7072;0.6066;0.5873;0.5968;0.5000;0.4082;0.4494;0.6233;0.8125;0.6667;0.7324;0.6000;0.8919;0.7174;0.0000;0.0000;0.0000;0.6705
218;{'max_depth': 30, 'min_samples_split': 2, 'min_impurity_decrease': 0.02, 'min_samples_leaf': 30, 'criterion': 'entropy', 'random_state': 42, 'max_features': None};0.7385;0.7680;0.7529;0.6512;0.6667;0.6588;0.5854;0.4898;0.5333;0.6800;0.7143;0.7692;0.7407;0.5682;0.6757;0.6173;0.0000;0.0000;0.0000;0.6250
219;{'max_depth': 30, 'min_samples_split': 2, 'min_impurity_decrease': 0.02, 'min_samples_leaf': 30, 'criterion': 'entropy', 'random_state': 42, 'max_features': 0.5};0.7680;0.7680;0.7680;0.6602;0.5397;0.5939;0.4861;0.7143;0.5785;0.6633;0.5789;0.8462;0.6875;0.5806;0.4865;0.5294;0.0000;0.0000;0.0000;0.5795
220;{'max_depth': 30, 'min_samples_split': 2, 'min_impurity_decrease': 0.02, 'min_samples_leaf': 30, 'criterion': 'gini', 'random_state': 42, 'max_features': 'auto'};0.6463;0.7600;0.6985;0.5540;0.6111;0.5811;0.5000;0.1429;0.2222;0.5967;1.0000;0.4615;0.6316;0.5286;1.0000;0.6916;0.0000;0.0000;0.0000;0.6250
221;{'max_depth': 30, 'min_samples_split': 2, 'min_impurity_decrease': 0.02, 'min_samples_leaf': 30, 'criterion': 'gini', 'random_state': 42, 'max_features': 'log2'};0.7238;0.6080;0.6609;0.5340;0.8095;0.6435;0.2500;0.0204;0.0377;0.5967;0.8333;0.6410;0.7246;0.5862;0.9189;0.7158;0.0000;0.0000;0.0000;0.6705
222;{'max_depth': 30, 'min_samples_split': 2, 'min_impurity_decrease': 0.02, 'min_samples_leaf': 30, 'criterion': 'gini', 'random_state': 42, 'max_features': None};0.7101;0.7840;0.7452;0.6847;0.6032;0.6414;0.5098;0.5306;0.5200;0.6667;0.8824;0.7692;0.8219;0.6078;0.8378;0.7045;0.0000;0.0000;0.0000;0.6932
223;{'max_depth': 30, 'min_samples_split': 2, 'min_impurity_decrease': 0.02, 'min_samples_leaf': 30, 'criterion': 'gini', 'random_state': 42, 'max_features': 0.5};0.7236;0.7120;0.7177;0.6832;0.5476;0.6079;0.4605;0.7143;0.5600;0.6433;0.5789;0.8462;0.6875;0.5806;0.4865;0.5294;0.0000;0.0000;0.0000;0.5795
224;{'max_depth': 30, 'min_samples_split': 20, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'criterion': 'entropy', 'random_state': 42, 'max_features': 'auto'};0.8033;0.7840;0.7935;0.6752;0.6270;0.6502;0.5410;0.6735;0.6000;0.7000;0.4583;0.8462;0.5946;0.2000;0.0811;0.1154;0.0000;0.0000;0.0000;0.4091
225;{'max_depth': 30, 'min_samples_split': 20, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'criterion': 'entropy', 'random_state': 42, 'max_features': 'log2'};0.7881;0.7440;0.7654;0.6741;0.7222;0.6973;0.6809;0.6531;0.6667;0.7200;0.6458;0.7949;0.7126;0.6486;0.6486;0.6486;0.6667;0.1667;0.2667;0.6477
226;{'max_depth': 30, 'min_samples_split': 20, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'criterion': 'entropy', 'random_state': 42, 'max_features': None};0.7795;0.7920;0.7857;0.7009;0.6508;0.6749;0.6429;0.7347;0.6857;0.7233;0.6596;0.7949;0.7209;0.6389;0.6216;0.6301;0.4000;0.1667;0.2353;0.6364
227;{'max_depth': 30, 'min_samples_split': 20, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'criterion': 'entropy', 'random_state': 42, 'max_features': 0.5};0.7953;0.8080;0.8016;0.7031;0.7143;0.7087;0.6667;0.6122;0.6383;0.7367;0.8148;0.5641;0.6667;0.5424;0.8649;0.6667;0.5000;0.0833;0.1429;0.6250
228;{'max_depth': 30, 'min_samples_split': 20, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'criterion': 'gini', 'random_state': 42, 'max_features': 'auto'};0.7254;0.8240;0.7715;0.7143;0.5556;0.6250;0.5000;0.6122;0.5505;0.6767;0.9091;0.5128;0.6557;0.5469;0.9459;0.6931;0.0000;0.0000;0.0000;0.6250
229;{'max_depth': 30, 'min_samples_split': 20, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'criterion': 'gini', 'random_state': 42, 'max_features': 'log2'};0.7674;0.7920;0.7795;0.7018;0.6349;0.6667;0.5965;0.6939;0.6415;0.7100;0.6667;0.6154;0.6400;0.5385;0.7568;0.6292;0.0000;0.0000;0.0000;0.5909
230;{'max_depth': 30, 'min_samples_split': 20, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'criterion': 'gini', 'random_state': 42, 'max_features': None};0.7597;0.7840;0.7717;0.7258;0.7143;0.7200;0.4468;0.4286;0.4375;0.6967;0.6774;0.5385;0.6000;0.4000;0.2703;0.3226;0.2188;0.5833;0.3182;0.4318
231;{'max_depth': 30, 'min_samples_split': 20, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'criterion': 'gini', 'random_state': 42, 'max_features': 0.5};0.7955;0.8400;0.8171;0.7311;0.6905;0.7102;0.6122;0.6122;0.6122;0.7400;0.4595;0.4359;0.4474;0.3333;0.4324;0.3765;0.3333;0.0833;0.1333;0.3864
232;{'max_depth': 30, 'min_samples_split': 20, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 5, 'criterion': 'entropy', 'random_state': 42, 'max_features': 'auto'};0.7674;0.7920;0.7795;0.6589;0.6746;0.6667;0.5952;0.5102;0.5495;0.6967;0.6667;0.3590;0.4667;0.6250;0.8108;0.7059;0.1053;0.1667;0.1290;0.5227
233;{'max_depth': 30, 'min_samples_split': 20, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 5, 'criterion': 'entropy', 'random_state': 42, 'max_features': 'log2'};0.7619;0.7680;0.7649;0.6825;0.6825;0.6825;0.6250;0.6122;0.6186;0.7067;0.7105;0.6923;0.7013;0.5918;0.7838;0.6744;1.0000;0.0833;0.1538;0.6477
234;{'max_depth': 30, 'min_samples_split': 20, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 5, 'criterion': 'entropy', 'random_state': 42, 'max_features': None};0.7661;0.7600;0.7631;0.6562;0.6667;0.6614;0.6042;0.5918;0.5979;0.6933;0.6522;0.7692;0.7059;0.5897;0.6216;0.6053;0.6667;0.1667;0.2667;0.6250
235;{'max_depth': 30, 'min_samples_split': 20, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 5, 'criterion': 'entropy', 'random_state': 42, 'max_features': 0.5};0.7302;0.7360;0.7331;0.6462;0.6667;0.6562;0.7045;0.6327;0.6667;0.6900;0.6667;0.7692;0.7143;0.5349;0.6216;0.5750;0.0000;0.0000;0.0000;0.6023
236;{'max_depth': 30, 'min_samples_split': 20, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 5, 'criterion': 'gini', 'random_state': 42, 'max_features': 'auto'};0.7500;0.8160;0.7816;0.6754;0.6111;0.6417;0.4600;0.4694;0.4646;0.6733;0.3269;0.4359;0.3736;0.4211;0.2162;0.2857;0.0000;0.0000;0.0000;0.2841
237;{'max_depth': 30, 'min_samples_split': 20, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 5, 'criterion': 'gini', 'random_state': 42, 'max_features': 'log2'};0.7132;0.7760;0.7433;0.6581;0.6111;0.6337;0.5106;0.4898;0.5000;0.6600;0.7027;0.6667;0.6842;0.6136;0.7297;0.6667;0.4286;0.2500;0.3158;0.6364
238;{'max_depth': 30, 'min_samples_split': 20, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 5, 'criterion': 'gini', 'random_state': 42, 'max_features': None};0.7463;0.8000;0.7722;0.6800;0.6746;0.6773;0.4634;0.3878;0.4222;0.6800;0.8125;0.6667;0.7324;0.5660;0.8108;0.6667;0.0000;0.0000;0.0000;0.6364
239;{'max_depth': 30, 'min_samples_split': 20, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 5, 'criterion': 'gini', 'random_state': 42, 'max_features': 0.5};0.7656;0.7840;0.7747;0.7097;0.6984;0.7040;0.6250;0.6122;0.6186;0.7200;1.0000;0.6410;0.7813;0.5873;1.0000;0.7400;0.0000;0.0000;0.0000;0.7045
240;{'max_depth': 30, 'min_samples_split': 20, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 10, 'criterion': 'entropy', 'random_state': 42, 'max_features': 'auto'};0.7520;0.7520;0.7520;0.6496;0.6032;0.6255;0.4483;0.5306;0.4860;0.6533;0.4359;0.8718;0.5812;0.2000;0.0541;0.0851;0.0000;0.0000;0.0000;0.4091
241;{'max_depth': 30, 'min_samples_split': 20, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 10, 'criterion': 'entropy', 'random_state': 42, 'max_features': 'log2'};0.7597;0.7840;0.7717;0.6639;0.6270;0.6449;0.5192;0.5510;0.5347;0.6800;0.7105;0.6923;0.7013;0.6042;0.7838;0.6824;1.0000;0.1667;0.2857;0.6591
242;{'max_depth': 30, 'min_samples_split': 20, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 10, 'criterion': 'entropy', 'random_state': 42, 'max_features': None};0.7519;0.8000;0.7752;0.7130;0.6508;0.6805;0.6346;0.6735;0.6535;0.7167;0.6481;0.8974;0.7527;0.6250;0.5405;0.5797;0.0000;0.0000;0.0000;0.6250
243;{'max_depth': 30, 'min_samples_split': 20, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 10, 'criterion': 'entropy', 'random_state': 42, 'max_features': 0.5};0.7652;0.8080;0.7860;0.7265;0.6746;0.6996;0.7255;0.7551;0.7400;0.7433;1.0000;0.6410;0.7813;0.5873;1.0000;0.7400;0.0000;0.0000;0.0000;0.7045
244;{'max_depth': 30, 'min_samples_split': 20, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 10, 'criterion': 'gini', 'random_state': 42, 'max_features': 'auto'};0.6739;0.7440;0.7072;0.6364;0.5556;0.5932;0.4615;0.4898;0.4752;0.6233;0.4507;0.8205;0.5818;0.2000;0.0811;0.1154;0.5000;0.0833;0.1429;0.4091
245;{'max_depth': 30, 'min_samples_split': 20, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 10, 'criterion': 'gini', 'random_state': 42, 'max_features': 'log2'};0.7101;0.7840;0.7452;0.6466;0.5952;0.6198;0.5217;0.4898;0.5053;0.6567;0.6667;0.7692;0.7143;0.5814;0.6757;0.6250;0.0000;0.0000;0.0000;0.6250
246;{'max_depth': 30, 'min_samples_split': 20, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 10, 'criterion': 'gini', 'random_state': 42, 'max_features': None};0.7538;0.7840;0.7686;0.6917;0.7302;0.7104;0.5676;0.4286;0.4884;0.7033;0.4545;0.7692;0.5714;0.3000;0.1622;0.2105;0.0000;0.0000;0.0000;0.4091
247;{'max_depth': 30, 'min_samples_split': 20, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 10, 'criterion': 'gini', 'random_state': 42, 'max_features': 0.5};0.7630;0.8240;0.7923;0.7480;0.7302;0.7390;0.6667;0.5714;0.6154;0.7433;1.0000;0.6410;0.7813;0.5873;1.0000;0.7400;0.0000;0.0000;0.0000;0.7045
248;{'max_depth': 30, 'min_samples_split': 20, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 15, 'criterion': 'entropy', 'random_state': 42, 'max_features': 'auto'};0.7143;0.7600;0.7364;0.6271;0.5873;0.6066;0.3469;0.3469;0.3469;0.6200;0.8710;0.6923;0.7714;0.5789;0.8919;0.7021;0.0000;0.0000;0.0000;0.6818
249;{'max_depth': 30, 'min_samples_split': 20, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 15, 'criterion': 'entropy', 'random_state': 42, 'max_features': 'log2'};0.7222;0.7280;0.7251;0.6148;0.5952;0.6048;0.4615;0.4898;0.4752;0.6333;0.6944;0.6410;0.6667;0.5577;0.7838;0.6517;0.0000;0.0000;0.0000;0.6136
250;{'max_depth': 30, 'min_samples_split': 20, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 15, 'criterion': 'entropy', 'random_state': 42, 'max_features': None};0.7591;0.8320;0.7939;0.7281;0.6587;0.6917;0.5918;0.5918;0.5918;0.7200;0.7381;0.7949;0.7654;0.5909;0.7027;0.6420;0.0000;0.0000;0.0000;0.6477
251;{'max_depth': 30, 'min_samples_split': 20, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 15, 'criterion': 'entropy', 'random_state': 42, 'max_features': 0.5};0.7500;0.7920;0.7704;0.6641;0.6746;0.6693;0.7000;0.5714;0.6292;0.7067;0.5789;0.8462;0.6875;0.5806;0.4865;0.5294;0.0000;0.0000;0.0000;0.5795
252;{'max_depth': 30, 'min_samples_split': 20, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 15, 'criterion': 'gini', 'random_state': 42, 'max_features': 'auto'};0.6906;0.7680;0.7273;0.6308;0.6508;0.6406;0.4839;0.3061;0.3750;0.6433;0.8710;0.6923;0.7714;0.5789;0.8919;0.7021;0.0000;0.0000;0.0000;0.6818
253;{'max_depth': 30, 'min_samples_split': 20, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 15, 'criterion': 'gini', 'random_state': 42, 'max_features': 'log2'};0.7031;0.7200;0.7115;0.6466;0.5952;0.6198;0.4643;0.5306;0.4952;0.6367;0.4103;0.8205;0.5470;0.3000;0.0811;0.1277;0.0000;0.0000;0.0000;0.3977
254;{'max_depth': 30, 'min_samples_split': 20, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 15, 'criterion': 'gini', 'random_state': 42, 'max_features': None};0.7323;0.7440;0.7381;0.6434;0.7302;0.6840;0.5333;0.3265;0.4051;0.6700;0.4444;0.9231;0.6000;0.2000;0.0270;0.0476;0.0000;0.0000;0.0000;0.4205
255;{'max_depth': 30, 'min_samples_split': 20, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 15, 'criterion': 'gini', 'random_state': 42, 'max_features': 0.5};0.7348;0.7760;0.7549;0.6818;0.7143;0.6977;0.8056;0.5918;0.6824;0.7200;1.0000;0.6667;0.8000;0.5968;1.0000;0.7475;0.0000;0.0000;0.0000;0.7159
256;{'max_depth': 30, 'min_samples_split': 20, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 20, 'criterion': 'entropy', 'random_state': 42, 'max_features': 'auto'};0.6838;0.7440;0.7126;0.6372;0.5714;0.6025;0.5098;0.5306;0.5200;0.6367;0.7297;0.6923;0.7105;0.5600;0.7568;0.6437;0.0000;0.0000;0.0000;0.6250
257;{'max_depth': 30, 'min_samples_split': 20, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 20, 'criterion': 'entropy', 'random_state': 42, 'max_features': 'log2'};0.7778;0.6720;0.7210;0.6316;0.7619;0.6906;0.6000;0.4898;0.5393;0.6800;0.7429;0.6667;0.7027;0.5769;0.8108;0.6742;0.0000;0.0000;0.0000;0.6364
258;{'max_depth': 30, 'min_samples_split': 20, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 20, 'criterion': 'entropy', 'random_state': 42, 'max_features': None};0.7500;0.8400;0.7925;0.7345;0.6587;0.6946;0.5745;0.5510;0.5625;0.7167;0.7381;0.7949;0.7654;0.5909;0.7027;0.6420;0.0000;0.0000;0.0000;0.6477
259;{'max_depth': 30, 'min_samples_split': 20, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 20, 'criterion': 'entropy', 'random_state': 42, 'max_features': 0.5};0.8017;0.7440;0.7718;0.6552;0.7540;0.7011;0.6154;0.4898;0.5455;0.7067;0.6765;0.5897;0.6301;0.4815;0.7027;0.5714;0.0000;0.0000;0.0000;0.5568
260;{'max_depth': 30, 'min_samples_split': 20, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 20, 'criterion': 'gini', 'random_state': 42, 'max_features': 'auto'};0.7023;0.7360;0.7187;0.5906;0.5952;0.5929;0.4762;0.4082;0.4396;0.6233;0.7297;0.6923;0.7105;0.5600;0.7568;0.6437;0.0000;0.0000;0.0000;0.6250
261;{'max_depth': 30, 'min_samples_split': 20, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 20, 'criterion': 'gini', 'random_state': 42, 'max_features': 'log2'};0.7830;0.6640;0.7186;0.6408;0.7222;0.6791;0.5385;0.5714;0.5545;0.6733;0.7879;0.6667;0.7222;0.5818;0.8649;0.6957;0.0000;0.0000;0.0000;0.6591
262;{'max_depth': 30, 'min_samples_split': 20, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 20, 'criterion': 'gini', 'random_state': 42, 'max_features': None};0.7244;0.7360;0.7302;0.6136;0.6429;0.6279;0.4634;0.3878;0.4222;0.6400;0.4507;0.8205;0.5818;0.2667;0.1081;0.1538;0.0000;0.0000;0.0000;0.4091
263;{'max_depth': 30, 'min_samples_split': 20, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 20, 'criterion': 'gini', 'random_state': 42, 'max_features': 0.5};0.8571;0.6720;0.7534;0.6536;0.7937;0.7168;0.5714;0.5714;0.5714;0.7067;0.9600;0.6154;0.7500;0.5873;1.0000;0.7400;0.0000;0.0000;0.0000;0.6932
264;{'max_depth': 30, 'min_samples_split': 20, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 25, 'criterion': 'entropy', 'random_state': 42, 'max_features': 'auto'};0.6148;0.6640;0.6385;0.5259;0.4841;0.5041;0.4286;0.4286;0.4286;0.5500;0.8235;0.7179;0.7671;0.6111;0.8919;0.7253;0.0000;0.0000;0.0000;0.6932
265;{'max_depth': 30, 'min_samples_split': 20, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 25, 'criterion': 'entropy', 'random_state': 42, 'max_features': 'log2'};0.7419;0.7360;0.7390;0.6160;0.6111;0.6135;0.4706;0.4898;0.4800;0.6433;0.7429;0.6667;0.7027;0.5769;0.8108;0.6742;0.0000;0.0000;0.0000;0.6364
266;{'max_depth': 30, 'min_samples_split': 20, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 25, 'criterion': 'entropy', 'random_state': 42, 'max_features': None};0.7538;0.7840;0.7686;0.6692;0.6905;0.6797;0.6000;0.4898;0.5393;0.6967;0.7750;0.7949;0.7848;0.6087;0.7568;0.6747;0.0000;0.0000;0.0000;0.6705
267;{'max_depth': 30, 'min_samples_split': 20, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 25, 'criterion': 'entropy', 'random_state': 42, 'max_features': 0.5};0.8319;0.7520;0.7899;0.7216;0.5556;0.6278;0.4889;0.8980;0.6331;0.6933;0.6765;0.5897;0.6301;0.4815;0.7027;0.5714;0.0000;0.0000;0.0000;0.5568
268;{'max_depth': 30, 'min_samples_split': 20, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 25, 'criterion': 'gini', 'random_state': 42, 'max_features': 'auto'};0.6400;0.7680;0.6982;0.5804;0.5159;0.5462;0.5263;0.4082;0.4598;0.6033;0.8235;0.7179;0.7671;0.6111;0.8919;0.7253;0.0000;0.0000;0.0000;0.6932
269;{'max_depth': 30, 'min_samples_split': 20, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 25, 'criterion': 'gini', 'random_state': 42, 'max_features': 'log2'};0.7623;0.7440;0.7530;0.7075;0.5952;0.6466;0.4722;0.6939;0.5620;0.6733;0.8077;0.5385;0.6462;0.4286;0.4054;0.4167;0.0370;0.0833;0.0513;0.4205
270;{'max_depth': 30, 'min_samples_split': 20, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 25, 'criterion': 'gini', 'random_state': 42, 'max_features': None};0.7165;0.7280;0.7222;0.6522;0.5952;0.6224;0.5000;0.5918;0.5421;0.6500;0.9615;0.6410;0.7692;0.5763;0.9189;0.7083;0.0000;0.0000;0.0000;0.6705
271;{'max_depth': 30, 'min_samples_split': 20, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 25, 'criterion': 'gini', 'random_state': 42, 'max_features': 0.5};0.7563;0.7200;0.7377;0.6729;0.5714;0.6180;0.4730;0.7143;0.5691;0.6567;0.6765;0.5897;0.6301;0.4815;0.7027;0.5714;0.0000;0.0000;0.0000;0.5568
272;{'max_depth': 30, 'min_samples_split': 20, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 30, 'criterion': 'entropy', 'random_state': 42, 'max_features': 'auto'};0.6284;0.7440;0.6813;0.6071;0.5397;0.5714;0.5250;0.4286;0.4719;0.6067;0.4571;0.8205;0.5872;0.2143;0.0811;0.1176;0.0000;0.0000;0.0000;0.3977
273;{'max_depth': 30, 'min_samples_split': 20, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 30, 'criterion': 'entropy', 'random_state': 42, 'max_features': 'log2'};0.6739;0.7440;0.7072;0.6066;0.5873;0.5968;0.5000;0.4082;0.4494;0.6233;0.8125;0.6667;0.7324;0.6000;0.8919;0.7174;0.0000;0.0000;0.0000;0.6705
274;{'max_depth': 30, 'min_samples_split': 20, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 30, 'criterion': 'entropy', 'random_state': 42, 'max_features': None};0.7385;0.7680;0.7529;0.6512;0.6667;0.6588;0.5854;0.4898;0.5333;0.6800;0.7143;0.7692;0.7407;0.5682;0.6757;0.6173;0.0000;0.0000;0.0000;0.6250
275;{'max_depth': 30, 'min_samples_split': 20, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 30, 'criterion': 'entropy', 'random_state': 42, 'max_features': 0.5};0.7680;0.7680;0.7680;0.6602;0.5397;0.5939;0.4861;0.7143;0.5785;0.6633;0.5789;0.8462;0.6875;0.5806;0.4865;0.5294;0.0000;0.0000;0.0000;0.5795
276;{'max_depth': 30, 'min_samples_split': 20, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 30, 'criterion': 'gini', 'random_state': 42, 'max_features': 'auto'};0.6483;0.7520;0.6963;0.6042;0.4603;0.5225;0.4576;0.5510;0.5000;0.5967;0.4571;0.8205;0.5872;0.2143;0.0811;0.1176;0.0000;0.0000;0.0000;0.3977
277;{'max_depth': 30, 'min_samples_split': 20, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 30, 'criterion': 'gini', 'random_state': 42, 'max_features': 'log2'};0.7083;0.6800;0.6939;0.6033;0.5794;0.5911;0.3559;0.4286;0.3889;0.5967;0.8182;0.6923;0.7500;0.6000;0.8919;0.7174;0.0000;0.0000;0.0000;0.6818
278;{'max_depth': 30, 'min_samples_split': 20, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 30, 'criterion': 'gini', 'random_state': 42, 'max_features': None};0.7101;0.7840;0.7452;0.6847;0.6032;0.6414;0.5098;0.5306;0.5200;0.6667;0.8824;0.7692;0.8219;0.6078;0.8378;0.7045;0.0000;0.0000;0.0000;0.6932
279;{'max_depth': 30, 'min_samples_split': 20, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 30, 'criterion': 'gini', 'random_state': 42, 'max_features': 0.5};0.7236;0.7120;0.7177;0.6832;0.5476;0.6079;0.4605;0.7143;0.5600;0.6433;0.5789;0.8462;0.6875;0.5806;0.4865;0.5294;0.0000;0.0000;0.0000;0.5795
280;{'max_depth': 30, 'min_samples_split': 20, 'min_impurity_decrease': 0.005, 'min_samples_leaf': 1, 'criterion': 'entropy', 'random_state': 42, 'max_features': 'auto'};0.8033;0.7840;0.7935;0.6752;0.6270;0.6502;0.5410;0.6735;0.6000;0.7000;0.4583;0.8462;0.5946;0.2000;0.0811;0.1154;0.0000;0.0000;0.0000;0.4091
